filename,instrument,instrument_family,instrument_source,audio_source
bass_synthetic_101-085-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-075-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-073-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-042-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-078-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-033-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-026-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-101-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-105-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-041-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-096-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-108-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-091-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-046-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-090-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-072-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-052-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-073-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-058-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-060-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-085-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-049-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-070-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-059-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-099-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-068-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-076-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-098-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-065-100,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-067-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-038-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-099-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-076-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-083-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-035-075,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-062-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-067-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-021-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-077-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-021-050,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-083-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-040-025,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-052-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_101-066-127,bass_synthetic_101,bass,synthetic,nsynth-train
bass_synthetic_065-065-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-032-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-094-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-060-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-030-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-070-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-011-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-096-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-048-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-036-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-013-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-083-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-092-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-018-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-013-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-037-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-067-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-069-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-096-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-025-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-016-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-066-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-075-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-083-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-019-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-022-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-047-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-095-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-041-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-052-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-033-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-080-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-020-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-084-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-017-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-013-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-026-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-062-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-079-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-047-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-063-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-093-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-015-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-020-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-023-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-091-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-014-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-036-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-038-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-016-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-040-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-075-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-055-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-083-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-070-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-089-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-088-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-028-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-058-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-026-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-068-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-067-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-069-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-042-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-017-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-027-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-087-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-068-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-027-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-073-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-080-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-072-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-020-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-079-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-084-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-042-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-064-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-088-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-047-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-049-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-041-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-054-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-082-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-031-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-091-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-095-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-050-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-019-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-086-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-087-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-045-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-077-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-016-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-048-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-059-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-064-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-053-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-041-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-079-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-055-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-049-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-072-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-085-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-051-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-034-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-086-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-090-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-055-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-084-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-010-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-059-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-028-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-012-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-056-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-029-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-054-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-073-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-074-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-023-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-052-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-062-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-076-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-088-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-046-025,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-022-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-017-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-025-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-011-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-084-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-093-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-094-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-092-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-011-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-065-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-078-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-010-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-020-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-045-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-032-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-039-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-054-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-061-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-028-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-043-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-077-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-027-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-058-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-066-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-018-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-040-075,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-027-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-012-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-096-100,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-012-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-094-127,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-052-050,bass_synthetic_065,bass,synthetic,nsynth-train
bass_synthetic_065-043-025,bass_synthetic_065,bass,synthetic,nsynth-train
